"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Barbados","BRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2862928876.37992","2844320323.15991","2743534936.32008","2830839468.51467","2949420932.41646","3071907845.08434","3252537281.33703","3465457865.92776","3635065443.38295","3698842299.0679","3950848949.62105","3944249543.33907","4037082697.19863","4206347334.0997","4380433118.68128","4696478447.7666","5135204147.06954","5383993121.508","5522489627.30581","5277763798.8087","5223435779.82793","5292206731.94635","4967435168.48394","4999266451.28791","4941377803.45956","4967346924.58039","5036587066.92182","5014752559.24251","5207517102.66114","5275547370.24394","4457727484.3495","4425161020.06509","5586046010.36701","6023965379.53364","6404076764.65263",
"Brunei Darussalam","BRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17921687474.4918","19067044677.6784","18892985663.7313","19218257779.3485","19823465687.0425","20511782181.3959","20881599199.4807","22589252780.0633","21322422325.7629","22545500772.1022","23857328686.0901","24752160201.7369","26132586771.4691","27603457273.8332","28375370613.6455","29263918756.1241","31402712554.2805","31039593166.7671","30403543327.2196","30009758595.6517","31207137896.5988","33043605269.3591","35387298719.9512","34227281358.4521","33850747328.2802","26475996782.3664","24234121680.0571","26683717610.5579","28522807708.9669","30701487003.3544","31223413949.8832","35346624879.392","37250061034.253","39025627135.7118","41648164901.1898",
"Bhutan","BTN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","965176566.543021","993747163.645532","1063156360.58508","1109975371.75386","1189809535.36958","1300689410.73931","1398212795.96047","1498757656.64256","1605234830.82161","1757925585.78984","1858061640.01543","2039131169.07037","2287090949.69857","2513847013.57348","2714578404.78015","2993853472.10641","3260264370.77942","3887877075.97384","4142277505.58571","4487394036.54647","5083865945.59751","5629238206.58806","6152394144.3722","6285876277.6316","6835344112.57439","7564534468.08804","8430904600.97512","8808682290.34117","9093982075.92963","9873190251.01731","9605861812.92756","10436528611.9245","11763540572.3864","12781872654.6775","",
"Botswana","BWA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7805485973.23642","8671329800.76592","9127649888.07096","9523045975.61098","10079246882.9563","11014047092.62","11869540564.4631","13079511380.7333","13285188710.0238","14775672599.4417","15410718625.5464","15797204965.4712","17016408872.3546","18155068538.2803","19147727996.2952","20647947078.7024","23064920596.2806","25062054309.6832","26375667015.0451","22784700973.1915","25395370567.1216","27691773328.8192","26303970533.9321","28558577959.6258","32587870647.0545","31162419272.1222","36266220081.5912","35589435395.4775","36293825138.6309","37220081094.0541","36179872025.3284","43131382324.765","48741318383.3474","52115142882.6254","51779485612.7835",
"Central African Republic","CAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1781707623.71705","1831783983.92755","1753170790.18083","1800743914.77326","1929312915.11141","2111588545.26029","2064234890.52897","2211121275.41068","2341065142.24431","2459663881.65548","2452761381.77711","2619965169.22436","2756903876.95614","2659592507.39177","2894838239.10494","3012720151.35312","3253799664.32576","3495935180.53637","3636486380.86625","3973116132.62416","4207624657.26252","4474567487.04114","4897034572.03065","3295437288.55","3231436576.44185","3559349379.23233","3893548336.23769","4236556479.54651","4419174296.74199","4869757044.86639","5359843442.72162","5769272621.61696","6208645631.10986","6477079364.49913","6735836123.99946",
"Canada","CAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","560184961451.598","567048053070.888","585191423921.596","615002687930.82","656367194071.933","688183583810.054","712130924872.247","755390170461.408","793674327704.288","846412945809.995","900996986801.064","937786776176.929","971003788233.131","1023682523002.92","1083609294356.44","1171326187910.13","1241594039979.59","1301593351698.17","1342395839240.43","1307000908301.48","1363577286343.32","1430806739876.64","1468097961846.59","1554125000000","1621395561291.92","1594900336857.89","1678092366067.55","1765762548007.76","1852985933143.48","1899695367283.6","1847837502049.2","2179485548675.88","2475481278941.65","2583898469288.89","2702879648009.75",
"Central Europe and the Baltics","CEB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","833974700082.834","770642885285.191","752216702564.986","772725888805.04","818382644812.796","880645348601.619","923458787862.286","954656866465.677","995825324642.975","1027084822178.82","1088354297783.13","1165081806007.69","1245141463275.8","1315973859100.65","1434883323875.65","1517254452446.31","1683701905880.22","1870589645558.01","2065711099953.01","2064443859813.7","2178993618858.45","2329826620877.09","2406956949939.08","2479860659263.17","2586995237603.59","2707434510037.13","2869583033940.32","3077958822328.3","3301568201099.84","3657470163436.67","3693607620436.02","4024337619415.87","4482355797172.16","4660553598840.41","4979278148968.93",
"Switzerland","CHE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191005018296.087","195655861759.977","200027191466.873","204510564935.933","211529959212.077","217004091175.056","222747306457.878","232005796537.153","240727947879.243","248201049346.696","263627541287.892","273454243730.002","281956062254.352","284293141607.109","296889791565.933","308825076428.302","346323158154.133","384574558162.247","411512093039.143","410201362487.713","425928052343.424","454912095759.708","475340741851.246","498760487993.313","519299912386.162","540696214191.359","563950610001.631","576360598319.814","601867859451.371","632274562999.588","630567393919.535","705080509164.276","801577494672.78","804425726191.751","847567772890.845",
"Channel Islands","CHI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59722497451.3112","66749857311.5651","77244255172.371","85473205029.4998","92707948168.8315","105059026552.14","116331728720.132","127084973049.292","133888459732.974","135403718285.286","145355726570.147","153318300830.111","160694762437.77","171606243155.843","187973652899.487","205184272361.174","256070327750.926","278373990855.263","275754675658.211","271327840689.37","307855669989.43","349147748338.746","374316599654.072","392670388758.784","402902197372.116","405311397644.144","424831691025.604","450891850914.83","478093905184.167","491687970151.703","491062045094.545","565981846554.521","602631465819.443","644836890413.857","684594682203.973",
"China","CHN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1124714270244.46","1271603174925.87","1486559204370.66","1733767566844.74","2002276771718.44","2269797454129.8","2541937207865.67","2825928917621.83","3084040130395.79","3369671201404.2","3741889349546.51","4144198719283.08","4597616734437.15","5162768313736.27","5838726336302.17","6711788800929.8","7795700957640.29","9139882776535.16","10216860129733.1","11246461601887.2","12589326651290.3","14064750800821.1","15465192010738.5","16670208037942.1","17754058548307.5","18577514881891.3","19647292057520.3","20974552138879.6","22862470132646.1","24777565958500.9","25777238693451.8","29438240129870.1","32525464028395.1","35520435397067.7","38190084585497.8",
"Cote d'Ivoire","CIV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32831478344.3631","33955667728.9533","34644533342.1783","35397455090.2632","36446538660.6394","39862249179.0228","43729524252.3578","48775770205.2226","51427070911.4958","52763388083.7264","53815165580.1811","53841629590.2099","53185319479.1529","51672274067.2947","54751824974.7097","57031007284.5916","60445022065.3369","62766430565.9511","67035504258.6861","69879369469.742","75572133892.1689","72988975599.248","77223654948.2285","86638474451.6252","99929867262.254","111175876370.327","117748858729.37","125384273717.75","135827506244.13","155523648459.422","160302939789.704","179178274483.428","204237508213.331","225235088913.669","244407043373.227",
"Cameroon","CMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23025240277.2584","22897314876.9068","22693118130.3963","21388318871.8445","22254990930.0794","23379172433.5651","24810680272.2513","26381154873.172","27938304948.2009","29611876948.0094","31443201183.6588","33541506637.7022","35587737861.9363","38269320461.9491","42068507448.1673","44354338153.5252","47463977040.9871","50859594132.2503","53315733154.1031","55028202949.659","57311621819.4057","60470659956.2005","63669714457.3458","69319477137.6358","75494717689.7735","79618697991.1036","85068226004.8733","90902832851.2771","99492538001.3058","108174199180.862","114420802871.501","129022200845.744","143385827220.975","153370677810.357","162845309666.946",
"Congo, Dem. Rep.","COD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30523722826.1233","28898632422.7129","26453682666.7594","23433204895.1101","23000142618.8401","23646760374.3749","23833300215.3279","22882479834.5473","22763824627.0272","22100152287.3312","21038841506.4747","21060769767.3983","22018522583.8712","23705639204.8127","25983434024.9635","28442238745.3675","30879427624.8673","33701289054.9784","36489248034.1968","37762523634.9432","40938218024.1018","44655249524.0653","46311721585.7762","53995321291.3452","63082984657.1439","69621148328.8482","76732432237.3181","87367059544.4283","96286291906.3743","108499465225.814","109045443618.14","130243843399.282","151981795496.983","171005766912.844","186833135551.667",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8181388861.20526","8660669804.47275","9089401098.33082","9213691382.18273","8893500368.04331","9441835599.15986","10027210024.8818","10136392428.759","10633422673.212","10505434343.3612","11557321035.3433","12266930679.6649","13028347252.9641","13393614579.1367","14231948893.8471","15816589849.5564","17606451725.0369","16887417171.3163","18298291842.2703","20553711138.7706","22869548224.0282","23856263885.5927","28717951831.4077","28335651923.6335","28527635281.5358","24035779100.7529","20973960925.5018","23783312191.5778","30668141085.6866","32125052982.7686","27446361623.0188","36903988991.0873","40118334632.1584","42354479275.5663","44497676671.9019",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165749937387.653","174785147998.733","185999296401.352","200662339786.921","216863846995.112","232929565332.473","242070320398.97","254691613370.804","259021506590.755","251643517113.581","264870681669.891","275379079767.317","286661049059.153","303774557821.871","328579327980.956","355245575263.737","390797993626.05","428431872801.996","451024877848.402","458978514355.876","485436645886.159","529875186711.481","552844741595.573","589812009091.885","621898180361.74","626205847138.119","665398390495.011","693117074956.624","747103674534.628","807590595866.731","785737564322.414","889808627041.398","1070755175690.69","1095839760556.08","1136771232492.38",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","616155996.857795","602623386.801974","668937539.45043","705378845.461661","682424023.603232","721885804.920714","725606605.366338","767866656.241727","786455135.153074","812933027.726409","921531120.268494","964263687.33722","1002015276.38258","1043295534.07544","1091916953.03253","1158108657.93692","1225422797.14619","1268692182.62383","1344404020.34772","1440444474.64267","1527947032.30466","1651294241.59917","1825883022.49138","1971983805.65452","2090119635.28651","2143329245.5437","2328363278.32792","2532916585.07953","2549756539.994","2605735931.66902","2616330804.01696","2821917777.54899","3108308931.75495","3318845023.61956","3514286024.8808",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392118599.493749","411071432.067085","466425301.464336","519061637.732674","631840378.824759","736765678.027619","835381892.756581","944270626.784676","1074408388.73386","1211895681.9297","1416386647.12635","1480599872.93237","1582561152.10677","1681202608.62193","1902455066.32188","2097735410.67232","2335068852.97119","2762175353.74715","3013570387.84164","2986566391.01946","3078374146.42847","3265194483.4151","3234562963.9147","3261480004.77418","3287510389.45475","3470693995.24233","3767658154.16819","4070196657.81328","4064409366.40188","4444817983.52976","3526877323.02085","3970664151.46117","4927702546.11045","5380239592.51596","5911044392.74439",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15672949340.5948","16570082512.9341","18507065148.2613","20290358301.0491","21660102972.2963","23032863329.7874","23771284900.1496","25505411392.3359","27637559276.9077","29210012861.4266","31027327622.0157","32833574233.3864","34483122864.6207","36682018260.0044","39335107060.6758","42181713036.3585","46668360605.7584","51870463922.2846","55374923472.4127","55229806542.8","58897493038.2695","62759466861.9618","67457930827.6934","71836714968.5186","78151240953.9364","84436792703.7839","93454856085.3431","100716906502.792","106583345257.909","116687612853.574","111257806526.907","120695515793.091","131743438291.443","143338340238.733","154219710536.776",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26070730308.1031","27225491215.5024","28888432619.031","29741309001.1646","31463521570.1559","33121021490.1733","35487939337.6202","37959729452.1912","40301733720.9678","43038449719.4274","46116518684.301","48331876034.4672","51287265588.2786","56159668946.0514","60728044628.1041","65445592058.9731","73314824191.3081","78501277763.3865","81709752467.6219","79601803092.7924","82355670523.2666","84828760728.0333","87337287284.7833","88709289187.7458","90666571119.1919","88626556608.0009","86398108448.7307","90529434160.8793","93380648999.0601","98306002294.5108","89872844012.2782","104573449542.966","129644883755.765","147978035571.739","174613524421.519",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2930335331.30988","2975470407.33067","3033707214.05656","3102517491.05891","3192588363.33682","3314963113.95397","3473094179.87941","3655297542.13512","3807244971.83478","3810374354.50255","3859855630.23038","3959519302.37166","3818320183.53528","3818138347.10794","3796034989.7069","3797467729.8183","3775988376.26249","3895735784.59277","3923336909.93931","3998528544.69045","3377382703.96868","3834193240.62081","4432992604.20274","4785486256.0917","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3626595917.09552","3842652813.34889","3902691282.21207","3644016497.08526","3588140921.56855","3704981220.90876","3698215081.74604","3733288333.31213","3823800532.93183","3945662306.00326","4144412721.58719","4389520709.86546","4735347953.26175","4894495647.27721","4541293667.09992","5198568359.3221","5856365563.73081","6331606438.29745","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7735431841.19001","8056167680.82895","9014292992.46887","9292556789.86764","10050938500.058","11119804823.569","11449832830.792","11924412797.7696","12737844672.6343","13501989697.8565","14776622059.5679","16043379008.738","16716296209.6722","17441292885.5986","18887817587.4656","20504236137.8258","22540358370.8812","25230042648.4843","27398512545.3417","27379234960.5441","27791319507.7979","28424626562.305","27580570521.5998","26247556263.9859","25720924348.8721","27066559062.761","30552082853.6673","33018000534.5873","35607200077.1957","39790089303.1683","38671633329.1217","43920515191.9816","51058053141.5668","53034544401.9318","57562280958.7891",
"Czechia","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132329237175.516","120914566891.057","123043662093.032","126038183406.704","132474775022.484","144045164988.908","152411031059.686","153610280115.448","155061690900.552","159337917754.5","167452851419.141","180949719059.407","187052563018.901","199869532999.53","214046662076.254","225819370350.942","244907365718.829","270535436010.461","290123393361.636","289284605320.029","294927810202.591","306876088631.92","309706664288.31","326079204734.886","344636591853.555","359643570544.502","385090482980.625","416849081359.126","442610888485.238","486786860810.414","479686413475.523","502134232985.641","551853486423.138","578154104196.061","618168364251.941",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1550613715629.64","1684938757794.22","1758116904816.01","1780583740143.84","1863860562843.26","1928823780227.81","1979067789044.2","2021638908928.72","2087621230186.38","2177128848707.55","2258167813956.64","2361564516458.66","2434539237038.42","2501219461829.45","2620503338140.74","2664895195600.89","2862479058024.02","3036889882250.07","3156602685759.77","3075795495173.4","3249037482302.09","3483801358877.91","3557185428697","3700747563191.81","3882203613560.02","3966574668375.51","4246712764148.14","4472591345398.59","4665360433368.5","4924980320308.75","4880368289108.08","5202314428956.09","5663892390556.96","5763465942185.64","6037851748487.12",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3705185569.99916","3989155838.83044","4350576767.06687","4598427635.85082","4933188997.99709","5448494938.69266","5876851582.36168","6108376123.1385","6682759257.72075","7529088292.28275","8375036988.61577","9088246562.64647",
